TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,AmountGroup,Target,PCA1,PCA2
49.59,2023-08-25 16:45:20,Debit,Boston,Branch,48.0,Engineer,147.0,1.0,6037.03,2024-11-04 08:09:56,Paruh Baya,Kecil,0,0.33988615012146817,-0.9644400021561481
720.13,2023-02-14 17:58:31,Credit,Omaha,ATM,22.0,Student,96.0,1.0,387.02,2024-11-04 08:07:31,Remaja,Besar,2,-1.9041405825061255,1.7795291632022492
134.92,2023-10-31 16:46:18,Debit,Los Angeles,Online,19.0,Student,101.0,1.0,1081.97,2024-11-04 08:09:40,Remaja,Sedang,1,-1.6850772471306081,-0.20884392205371344
116.97,2023-07-12 16:52:54,Debit,Oklahoma City,ATM,18.0,Student,299.0,1.0,729.7,2024-11-04 08:08:24,Remaja,Sedang,1,-2.0448194593751814,-2.2465643213836537
88.29,2023-01-20 16:46:06,Credit,Houston,Online,50.0,Engineer,287.0,1.0,5245.93,2024-11-04 08:09:17,Paruh Baya,Kecil,0,0.07556401584406754,-2.235925131056316
5.81,2023-06-23 17:36:28,Debit,Houston,ATM,25.0,Student,222.0,1.0,1290.95,2024-11-04 08:08:02,Remaja,Kecil,1,-1.5206057557480135,-1.8484804923203524
103.48,2023-01-30 16:04:17,Debit,Baltimore,ATM,32.0,Engineer,33.0,1.0,6494.25,2024-11-04 08:09:34,Dewasa Muda,Sedang,3,-0.08264390353920935,0.35992605322696475
156.74,2023-02-24 18:22:31,Debit,Oklahoma City,ATM,70.0,Retired,136.0,1.0,4004.35,2024-11-04 08:08:30,Lansia,Sedang,0,0.8205848277925135,-0.508016637671215
505.14,2023-01-03 17:33:54,Debit,Portland,ATM,68.0,Retired,179.0,1.0,2525.47,2024-11-04 08:11:16,Lansia,Besar,2,0.28503040402474,0.2180787621024977
31.06,2023-11-20 16:59:13,Debit,Kansas City,ATM,46.0,Doctor,61.0,1.0,11014.25,2024-11-04 08:07:24,Paruh Baya,Kecil,3,1.285461841258531,-0.1667101191503297
7.61,2023-09-21 18:13:38,Debit,Atlanta,ATM,50.0,Doctor,163.0,1.0,6275.0,2024-11-04 08:08:10,Paruh Baya,Kecil,0,0.45717041618484855,-1.2643452671556124
276.16,2023-02-13 16:14:17,Credit,Portland,ATM,53.0,Retired,71.0,1.0,1733.34,2024-11-04 08:11:57,Paruh Baya,Sedang,0,-0.22684434367548037,0.544874850517233
145.77,2023-04-05 16:08:13,Debit,Memphis,ATM,68.0,Retired,237.0,1.0,5294.98,2024-11-04 08:11:25,Lansia,Sedang,0,0.845565136295317,-1.5531895094168953
369.44,2023-11-20 17:11:02,Debit,Detroit,Online,34.0,Engineer,19.0,1.0,5018.67,2024-11-04 08:08:32,Dewasa Muda,Besar,1,-0.3519869151873616,1.3807820673028377
558.86,2023-03-15 17:27:37,Debit,Austin,ATM,60.0,Doctor,95.0,1.0,9844.32,2024-11-04 08:11:19,Paruh Baya,Besar,2,1.3875556581550086,1.2372153763456608
429.15,2023-03-09 16:21:09,Debit,Las Vegas,Branch,26.0,Student,218.0,1.0,712.13,2024-11-04 08:11:30,Dewasa Muda,Besar,1,-1.7389549561854936,-0.4057666298590311
36.74,2023-02-06 17:21:37,Debit,Tucson,Branch,33.0,Doctor,133.0,1.0,6217.58,2024-11-04 08:07:57,Dewasa Muda,Kecil,3,-0.20081625501046216,-0.8609670755704106
79.14,2023-04-12 17:21:31,Credit,Portland,Online,57.0,Retired,22.0,1.0,2229.56,2024-11-04 08:08:52,Paruh Baya,Kecil,0,0.16114135926086515,0.379837473831552
132.48,2023-08-09 18:38:49,Debit,Charlotte,Branch,36.0,Engineer,101.0,1.0,9313.05,2024-11-04 08:07:12,Dewasa Muda,Sedang,3,0.4875209420034811,-0.22581547673273095
203.76,2023-10-02 16:33:09,Debit,Colorado Springs,Branch,55.0,Retired,37.0,1.0,6747.16,2024-11-04 08:09:45,Paruh Baya,Sedang,0,0.835707119015924,0.642746233139983
750.95,2023-09-08 18:16:31,Debit,Chicago,Branch,78.0,Retired,27.0,1.0,5134.37,2024-11-04 08:11:09,Lansia,Besar,2,1.2666003198890248,2.547035658360816
0.84,2024-01-01 16:45:56,Debit,Austin,ATM,52.0,Engineer,31.0,1.0,2207.54,2024-11-04 08:07:14,Paruh Baya,Kecil,0,-0.02447855477963569,0.032464665757364744
257.18,2023-07-10 17:00:03,Debit,Los Angeles,Online,67.0,Doctor,28.0,1.0,13336.15,2024-11-04 08:10:15,Lansia,Sedang,3,2.502102245605855,0.9032826993036969
767.66,2023-05-08 17:44:34,Debit,San Jose,ATM,63.0,Doctor,155.0,1.0,1801.69,2024-11-04 08:12:04,Lansia,Besar,2,-0.11173431659738857,1.330188178226851
182.29,2023-05-10 16:55:57,Debit,San Diego,Online,54.0,Doctor,123.0,1.0,522.39,2024-11-04 08:08:24,Paruh Baya,Sedang,0,-0.4409115773521011,-0.28602906809251305
184.51,2023-09-04 16:34:53,Credit,Portland,Online,54.0,Doctor,118.0,1.0,9381.64,2024-11-04 08:09:30,Paruh Baya,Sedang,3,1.1742260912192064,-0.23071465495334015
144.1,2023-07-07 17:24:42,Debit,Chicago,Branch,57.0,Doctor,30.0,1.0,11523.64,2024-11-04 08:10:03,Paruh Baya,Sedang,3,1.8145617392944338,0.513068055565472
72.5,2023-04-10 17:48:18,Debit,Fort Worth,ATM,40.0,Doctor,30.0,1.0,12723.62,2024-11-04 08:11:48,Dewasa Muda,Kecil,3,1.382857021023677,0.2825178098397178
22.15,2023-05-03 16:26:08,Debit,Denver,Branch,44.0,Doctor,73.0,1.0,7451.83,2024-11-04 08:11:03,Paruh Baya,Kecil,3,0.5461559440037779,-0.3145279564280585
777.92,2023-06-12 18:56:58,Debit,Austin,Branch,62.0,Doctor,97.0,1.0,7061.58,2024-11-04 08:09:32,Lansia,Besar,2,0.8770710004633917,1.943036608308455
790.07,2023-05-26 17:32:29,Debit,Miami,Online,28.0,Student,197.0,1.0,985.77,2024-11-04 08:10:46,Dewasa Muda,Besar,2,-1.7167644016360502,0.9993608852332205
406.33,2023-01-02 16:45:05,Credit,Miami,Branch,59.0,Engineer,103.0,1.0,4298.34,2024-11-04 08:07:41,Paruh Baya,Besar,0,0.3867273024022557,0.6534280288789261
767.41,2023-09-07 16:28:19,Debit,Fort Worth,ATM,56.0,Doctor,27.0,1.0,12799.34,2024-11-04 08:08:55,Paruh Baya,Besar,2,1.7774108899067844,2.6089276471322687
4.58,2023-10-19 16:13:30,Credit,Atlanta,Online,21.0,Student,135.0,1.0,811.24,2024-11-04 08:06:26,Remaja,Kecil,1,-1.6510395929197776,-0.9813578237168495
211.36,2023-08-15 16:22:06,Credit,Atlanta,Branch,53.0,Doctor,88.0,1.0,13273.08,2024-11-04 08:07:29,Paruh Baya,Sedang,3,1.871095534664776,0.1576069500779853
49.67,2023-02-20 18:48:52,Debit,Atlanta,Online,21.0,Student,146.0,1.0,842.94,2024-11-04 08:08:23,Remaja,Kecil,1,-1.6767346248786237,-0.9418581593032649
77.83,2023-12-27 16:40:01,Credit,Kansas City,Branch,49.0,Engineer,146.0,1.0,2471.53,2024-11-04 08:10:31,Paruh Baya,Kecil,0,-0.2772492541011955,-0.8604577422913999
702.87,2023-06-07 17:06:21,Debit,Washington,ATM,19.0,Student,184.0,1.0,1237.5,2024-11-04 08:11:14,Remaja,Besar,2,-1.9793098798478255,0.8439390149155113
133.56,2023-01-24 18:43:06,Debit,Fort Worth,Online,25.0,Student,177.0,1.0,783.83,2024-11-04 08:06:58,Remaja,Sedang,1,-1.6007993776518215,-0.975270143236095
868.05,2023-01-12 16:35:36,Credit,San Diego,Online,49.0,Engineer,119.0,1.0,3931.03,2024-11-04 08:09:57,Paruh Baya,Besar,2,-0.271794462942362,2.0279609131465306
52.87,2023-03-31 17:25:22,Debit,Indianapolis,Branch,24.0,Student,70.0,1.0,960.96,2024-11-04 08:11:49,Remaja,Kecil,1,-1.4362935298968853,-0.1730077258748578
179.0,2023-09-06 16:01:35,Debit,Houston,ATM,78.0,Retired,121.0,1.0,7310.88,2024-11-04 08:10:18,Lansia,Sedang,0,1.751145874134491,-0.28839237491118713
384.11,2023-05-15 16:35:43,Debit,Fort Worth,ATM,58.0,Retired,12.0,1.0,7902.52,2024-11-04 08:06:36,Paruh Baya,Besar,0,1.130687013633304,1.488795287932822
227.61,2023-08-07 16:16:26,Debit,Houston,Online,71.0,Retired,61.0,1.0,4405.28,2024-11-04 08:07:41,Lansia,Sedang,0,1.006203658827965,0.47587145738363995
40.83,2023-08-16 16:40:51,Debit,Indianapolis,ATM,48.0,Engineer,24.0,1.0,3944.12,2024-11-04 08:12:04,Paruh Baya,Kecil,0,0.12614657741359014,0.2362100706286574
19.76,2023-03-31 17:50:09,Debit,Nashville,ATM,20.0,Student,240.0,1.0,1523.04,2024-11-04 08:09:17,Remaja,Kecil,1,-1.7065001421783301,-1.9801207191960375
484.24,2023-05-29 16:40:15,Debit,Raleigh,Branch,67.0,Doctor,77.0,1.0,8042.3,2024-11-04 08:06:44,Lansia,Besar,0,1.3905334174455197,1.1673157018747715
211.36,2023-06-19 16:59:35,Debit,Houston,Online,33.0,Doctor,110.0,1.0,5531.93,2024-11-04 08:06:25,Dewasa Muda,Sedang,1,-0.36015283339719095,-0.052239218284067045
301.47,2023-01-26 16:13:15,Debit,Colorado Springs,Branch,21.0,Student,291.0,1.0,560.73,2024-11-04 08:09:25,Remaja,Besar,1,-2.014516225768947,-1.556351292328411
199.09,2023-05-19 16:54:16,Debit,Detroit,Online,70.0,Doctor,89.0,1.0,1658.52,2024-11-04 08:08:46,Lansia,Sedang,0,0.4409660117340463,0.10256798225135183
38.95,2023-10-18 16:44:17,Debit,Los Angeles,Online,27.0,Engineer,50.0,1.0,731.52,2024-11-04 08:09:17,Dewasa Muda,Kecil,1,-1.3268594818430115,-0.020456068126236064
515.94,2023-12-22 16:42:33,Debit,San Francisco,ATM,29.0,Engineer,37.0,1.0,1389.89,2024-11-04 08:11:10,Dewasa Muda,Besar,2,-1.2887960156294676,1.689311480826476
41.93,2023-02-13 16:44:18,Debit,Fresno,ATM,48.0,Engineer,136.0,1.0,5081.26,2024-11-04 08:06:24,Paruh Baya,Kecil,0,0.18372207365631865,-0.8796805182048831
137.84,2023-11-13 16:03:01,Debit,Omaha,ATM,27.0,Student,112.0,1.0,1000.35,2024-11-04 08:09:26,Dewasa Muda,Sedang,1,-1.3972537113419725,-0.3123791097293213
95.35,2023-07-26 16:27:19,Debit,Chicago,Online,21.0,Student,131.0,1.0,1639.9,2024-11-04 08:07:22,Remaja,Kecil,1,-1.5291442190632405,-0.6407444176763066
93.14,2023-01-02 16:47:11,Debit,Memphis,Online,67.0,Retired,151.0,1.0,5473.82,2024-11-04 08:07:53,Lansia,Kecil,0,0.9720300104845854,-0.8677964899416996
79.33,2023-12-06 16:10:00,Credit,Las Vegas,Online,51.0,Doctor,109.0,1.0,14798.1,2024-11-04 08:07:06,Paruh Baya,Kecil,3,2.090052209292179,-0.48934828542919095
76.89,2023-05-10 17:49:57,Debit,Chicago,ATM,55.0,Doctor,132.0,1.0,4734.110000000001,2024-11-04 08:10:31,Paruh Baya,Kecil,0,0.39143707257538185,-0.7266533457131186
233.71,2023-03-13 17:30:20,Debit,Jacksonville,Online,19.0,Student,297.0,1.0,1231.98,2024-11-04 08:12:09,Remaja,Sedang,1,-1.9547853743664887,-1.8402076808238332
14.92,2023-05-22 16:51:28,Debit,Las Vegas,Branch,26.0,Engineer,120.0,1.0,6611.26,2024-11-04 08:07:33,Dewasa Muda,Kecil,1,-0.3824397857150426,-0.8005661841437954
242.17,2023-06-08 16:28:29,Debit,Jacksonville,ATM,60.0,Doctor,147.0,1.0,883.72,2024-11-04 08:10:41,Paruh Baya,Sedang,0,-0.19075268841342383,-0.32998033802251797
122.98,2023-07-24 16:15:58,Debit,Jacksonville,Online,79.0,Retired,228.0,1.0,5055.99,2024-11-04 08:09:50,Lansia,Sedang,0,1.260323347961359,-1.5432634697200882
129.35,2023-08-28 16:31:48,Debit,Las Vegas,ATM,52.0,Engineer,130.0,1.0,7166.88,2024-11-04 08:09:41,Paruh Baya,Sedang,3,0.697025013383802,-0.5321187698424201
138.33,2023-07-07 17:58:29,Debit,Dallas,Online,21.0,Student,69.0,1.0,232.56,2024-11-04 08:09:17,Remaja,Sedang,1,-1.7186171181311218,0.12161843090922075
39.31,2023-10-30 17:24:55,Debit,Portland,Online,25.0,Student,178.0,1.0,1236.38,2024-11-04 08:06:47,Remaja,Kecil,1,-1.4846742930893018,-1.2977270015326596
91.85,2023-10-16 16:50:31,Debit,Seattle,Online,21.0,Student,148.0,1.0,802.09,2024-11-04 08:12:14,Remaja,Kecil,1,-1.7025810691511447,-0.8220442764154546
277.7,2023-06-22 16:38:46,Debit,Nashville,Branch,58.0,Engineer,107.0,1.0,1423.2,2024-11-04 08:11:43,Paruh Baya,Sedang,0,-0.1325578695934311,0.18821736726187496
114.03,2023-11-24 16:30:21,Debit,Portland,ATM,51.0,Doctor,172.0,1.0,13388.56,2024-11-04 08:11:42,Paruh Baya,Sedang,3,1.7374484755745931,-1.0036205516684245
302.63,2023-02-28 17:24:26,Credit,San Jose,Branch,27.0,Engineer,10.0,1.0,2801.28,2024-11-04 08:07:17,Dewasa Muda,Besar,1,-0.9964097765298201,1.2526968469073139
31.19,2023-04-25 16:23:59,Debit,Charlotte,ATM,52.0,Engineer,74.0,1.0,5545.96,2024-11-04 08:09:33,Paruh Baya,Kecil,0,0.5135714802978533,-0.2974308202112827
112.91,2023-11-15 18:04:22,Credit,Tucson,Online,27.0,Engineer,135.0,1.0,4764.48,2024-11-04 08:09:36,Dewasa Muda,Sedang,1,-0.7346674708130073,-0.6257074912241587
742.26,2023-06-20 17:04:02,Debit,San Diego,Online,27.0,Engineer,36.0,1.0,7868.19,2024-11-04 08:10:01,Dewasa Muda,Besar,2,-0.27486085663153526,2.448723239389945
256.8,2023-02-24 16:49:51,Debit,Charlotte,ATM,26.0,Student,80.0,1.0,1128.38,2024-11-04 08:09:22,Dewasa Muda,Sedang,1,-1.4158196455261187,0.4020520608230509
378.68,2023-01-06 17:23:59,Debit,Fort Worth,ATM,60.0,Doctor,239.0,1.0,7627.04,2024-11-04 08:07:11,Paruh Baya,Besar,3,0.8611161625322552,-0.7985004450049619
571.93,2023-09-20 17:44:37,Debit,Washington,Online,52.0,Retired,119.0,1.0,4026.03,2024-11-04 08:06:42,Paruh Baya,Besar,2,-0.024432002423798362,1.0453088792085543
26.31,2023-08-11 16:38:16,Credit,Austin,Online,77.0,Retired,163.0,1.0,7095.76,2024-11-04 08:06:54,Lansia,Kecil,0,1.6736542795617955,-1.2137007992689433
205.58,2023-08-16 17:49:13,Debit,Portland,Online,20.0,Student,112.0,1.0,1501.95,2024-11-04 08:07:55,Remaja,Sedang,1,-1.610008576728875,-0.08510179194658989
533.61,2023-12-20 16:17:11,Debit,Mesa,Online,48.0,Engineer,115.0,1.0,3656.93,2024-11-04 08:11:43,Paruh Baya,Besar,2,-0.23101302189513515,0.9600188490178065
428.62,2023-06-05 16:02:04,Debit,Raleigh,Branch,55.0,Retired,72.0,1.0,3473.24,2024-11-04 08:10:24,Paruh Baya,Besar,2,0.11046574101378952,1.0389393486169103
361.22,2023-04-17 17:58:55,Debit,Raleigh,ATM,64.0,Retired,167.0,1.0,7061.73,2024-11-04 08:10:24,Lansia,Besar,0,1.019637243847685,-0.13835264633335498
837.29,2023-11-27 16:14:25,Debit,Phoenix,Branch,25.0,Student,216.0,1.0,6012.67,2024-11-04 08:07:12,Remaja,Besar,2,-0.9658371162815709,0.9660757681607307
117.25,2023-04-03 16:35:30,Credit,Atlanta,Online,31.0,Doctor,73.0,1.0,13694.68,2024-11-04 08:08:29,Dewasa Muda,Sedang,3,1.1273507134785112,0.004598454591840738
135.27,2023-08-10 16:16:41,Debit,Atlanta,ATM,48.0,Doctor,131.0,1.0,9410.51,2024-11-04 08:09:32,Paruh Baya,Sedang,3,0.9418857535871474,-0.5213506812256664
185.1,2023-08-08 16:21:01,Debit,Albuquerque,Branch,53.0,Retired,23.0,1.0,6115.63,2024-11-04 08:10:41,Paruh Baya,Sedang,0,0.6669525316765303,0.7217824070708155
113.54,2023-09-22 16:42:46,Debit,Columbus,Online,38.0,Engineer,273.0,1.0,5581.21,2024-11-04 08:08:45,Dewasa Muda,Sedang,3,-0.331902068935749,-2.007455669114274
354.96,2023-11-29 16:27:38,Debit,Fort Worth,Online,69.0,Doctor,96.0,1.0,6712.94,2024-11-04 08:08:19,Lansia,Besar,0,1.2517676386284688,0.5484584160450077
224.22,2023-01-23 18:45:00,Debit,Fresno,Branch,53.0,Doctor,37.0,1.0,8400.87,2024-11-04 08:12:18,Paruh Baya,Sedang,3,1.0488787874185135,0.7110043153722377
737.1,2023-07-19 16:11:01,Debit,Washington,ATM,60.0,Retired,92.0,1.0,4644.19,2024-11-04 08:11:08,Paruh Baya,Besar,2,0.38025129429091703,1.8590941149346718
223.22,2023-07-17 16:20:27,Debit,Fort Worth,ATM,27.0,Student,96.0,1.0,1734.22,2024-11-04 08:08:15,Dewasa Muda,Sedang,1,-1.2746425613262256,0.1303150821231298
557.26,2023-10-04 17:06:57,Debit,San Jose,ATM,69.0,Doctor,53.0,1.0,5237.12,2024-11-04 08:09:49,Lansia,Besar,2,0.9650739142865339,1.6489729506750945
27.44,2023-11-06 17:23:43,Debit,Boston,ATM,62.0,Retired,164.0,1.0,5950.48,2024-11-04 08:08:43,Lansia,Kecil,0,0.8669801897653703,-1.2134981516295924
310.09,2023-11-24 16:49:29,Debit,Detroit,Branch,36.0,Doctor,166.0,1.0,9962.5,2024-11-04 08:10:52,Dewasa Muda,Besar,3,0.45285257326887596,-0.2869140554729202
80.38,2023-03-06 16:25:52,Debit,Kansas City,Online,52.0,Doctor,116.0,1.0,9662.88,2024-11-04 08:09:54,Paruh Baya,Kecil,3,1.187322294921899,-0.5550704752708989
26.1,2023-12-01 17:45:05,Credit,Detroit,Branch,66.0,Doctor,115.0,1.0,5243.0,2024-11-04 08:10:24,Lansia,Kecil,0,0.9631351938834568,-0.7297454003403089
845.14,2023-01-09 16:21:35,Credit,Oklahoma City,Branch,73.0,Retired,183.0,1.0,1702.65,2024-11-04 08:11:10,Lansia,Besar,2,0.20207542904667367,1.3030455897883948
59.73,2023-05-22 16:38:39,Debit,Fresno,ATM,27.0,Student,56.0,1.0,800.93,2024-11-04 08:10:10,Dewasa Muda,Kecil,1,-1.3299808245668152,-0.011564681015520013
758.77,2023-06-23 16:12:15,Debit,San Antonio,ATM,60.0,Engineer,114.0,1.0,7231.47,2024-11-04 08:08:24,Paruh Baya,Besar,2,0.8129570952772674,1.7104667556553486
301.51,2023-02-24 16:33:33,Debit,Charlotte,ATM,22.0,Student,284.0,1.0,1052.31,2024-11-04 08:11:09,Remaja,Besar,1,-1.8761545878580281,-1.486788170886454
418.03,2023-09-04 17:46:40,Debit,Austin,Branch,58.0,Doctor,161.0,1.0,10721.29,2024-11-04 08:08:43,Paruh Baya,Besar,3,1.4323830220346248,0.11153258801233246
118.06,2023-05-24 17:07:57,Credit,Las Vegas,Branch,32.0,Doctor,31.0,1.0,13560.63,2024-11-04 08:07:10,Dewasa Muda,Sedang,3,1.1982067276392283,0.42662988768618254
483.92,2023-10-16 18:57:30,Debit,New York,ATM,70.0,Retired,115.0,1.0,3138.0,2024-11-04 08:06:59,Lansia,Besar,0,0.5687223239181415,0.7863750050205867
78.93,2023-02-17 16:41:31,Debit,Mesa,ATM,38.0,Doctor,145.0,1.0,9916.24,2024-11-04 08:12:17,Dewasa Muda,Kecil,3,0.6383306555877593,-0.8439681108265942
36.63,2023-05-04 17:02:55,Debit,Miami,ATM,75.0,Retired,261.0,1.0,7941.73,2024-11-04 08:07:35,Lansia,Kecil,0,1.6138782796089235,-2.158233388244727
87.85,2023-12-13 17:25:54,Debit,Colorado Springs,Branch,49.0,Engineer,63.0,1.0,3753.24,2024-11-04 08:07:16,Paruh Baya,Kecil,0,0.061943431540495045,0.0019243359884382968
705.34,2023-09-12 18:52:56,Debit,Washington,Online,59.0,Doctor,124.0,1.0,5003.22,2024-11-04 08:12:18,Paruh Baya,Besar,2,0.37510368395347105,1.4343735770524724
116.89,2023-11-20 16:31:15,Debit,Columbus,Online,71.0,Retired,226.0,1.0,4880.31,2024-11-04 08:06:37,Lansia,Sedang,0,0.9150055606955153,-1.5401177910003705
106.41,2023-01-16 16:37:34,Debit,Los Angeles,Branch,57.0,Retired,87.0,1.0,1310.38,2024-11-04 08:07:01,Paruh Baya,Sedang,0,-0.10226050857758272,-0.17915748793188002
584.41,2023-01-02 16:51:47,Debit,Las Vegas,ATM,23.0,Student,41.0,1.0,4475.22,2024-11-04 08:11:29,Remaja,Besar,2,-0.9979887518381837,1.8780347380161349
584.98,2023-06-12 16:25:22,Credit,Chicago,Branch,55.0,Retired,121.0,1.0,6521.05,2024-11-04 08:07:59,Paruh Baya,Besar,2,0.5406455442283655,1.0667671460535644
79.21,2023-11-24 17:52:34,Debit,Colorado Springs,Branch,56.0,Retired,140.0,1.0,1615.04,2024-11-04 08:07:01,Paruh Baya,Kecil,0,-0.14684888859687,-0.7986177061174828
173.13,2023-10-05 16:46:31,Credit,Atlanta,Online,20.0,Student,288.0,1.0,1490.34,2024-11-04 08:07:24,Remaja,Sedang,1,-1.8334683594057741,-1.9515095430161067
335.7,2023-01-30 17:47:41,Debit,El Paso,ATM,80.0,Student,57.0,1.0,6601.44,2024-11-04 08:10:11,Lansia,Besar,0,1.7281637359454909,0.8698611687942979
422.81,2023-11-20 16:07:20,Debit,Los Angeles,Branch,28.0,Student,193.0,1.0,1929.28,2024-11-04 08:10:28,Dewasa Muda,Besar,1,-1.4027325556611836,-0.17804137563915529
135.43,2023-10-06 16:14:51,Debit,San Jose,ATM,57.0,Retired,92.0,1.0,5315.83,2024-11-04 08:08:57,Paruh Baya,Sedang,0,0.6078682909633466,-0.13385715780768337
584.88,2023-01-02 16:45:05,Debit,Philadelphia,ATM,26.0,Student,121.0,1.0,548.45,2024-11-04 08:11:03,Dewasa Muda,Besar,2,-1.6982391940979513,1.0797610839930063
308.94,2023-04-03 16:35:29,Debit,Los Angeles,Online,25.0,Student,167.0,1.0,1931.66,2024-11-04 08:07:47,Remaja,Besar,1,-1.4446038003422272,-0.29435587323634654
295.93,2023-02-20 17:26:39,Debit,Boston,Branch,36.0,Doctor,117.0,1.0,1050.63,2024-11-04 08:09:56,Dewasa Muda,Sedang,1,-1.095741622710611,0.15786420610900767
77.44,2023-06-26 16:28:59,Debit,Washington,Branch,58.0,Retired,268.0,1.0,1950.63,2024-11-04 08:10:59,Paruh Baya,Kecil,0,-0.1754486143987264,-2.084560400717229
92.5,2023-09-25 16:22:10,Credit,Seattle,Online,40.0,Engineer,70.0,1.0,6295.45,2024-11-04 08:08:25,Dewasa Muda,Kecil,3,0.15459879692882258,-0.04948192061809415
97.74,2023-09-04 16:46:29,Credit,Los Angeles,Online,41.0,Engineer,137.0,1.0,4113.63,2024-11-04 08:07:15,Paruh Baya,Kecil,1,-0.2927926144308419,-0.7016013343313282
291.68,2023-08-07 18:07:57,Debit,Columbus,ATM,21.0,Student,90.0,1.0,1451.02,2024-11-04 08:11:59,Remaja,Sedang,1,-1.5824785943959951,0.419705307896218
56.96,2023-06-26 17:38:30,Debit,Albuquerque,ATM,22.0,Student,135.0,1.0,1597.85,2024-11-04 08:07:18,Remaja,Kecil,1,-1.4879420989131165,-0.8083528523967697
436.8,2023-07-03 16:15:11,Debit,Seattle,Online,27.0,Student,92.0,1.0,1256.33,2024-11-04 08:10:00,Dewasa Muda,Besar,1,-1.436012572558017,0.8782383425502233
259.49,2023-06-09 16:31:56,Debit,Austin,Online,72.0,Retired,292.0,1.0,7320.61,2024-11-04 08:07:31,Lansia,Sedang,0,1.2572123020381816,-1.7280582649531313
726.26,2023-02-13 17:13:49,Debit,Omaha,Online,57.0,Retired,147.0,1.0,2150.38,2024-11-04 08:06:49,Paruh Baya,Besar,2,-0.2610501254707337,1.2753272985787945
568.68,2023-04-25 18:47:16,Debit,Houston,ATM,72.0,Retired,101.0,1.0,2940.04,2024-11-04 08:08:39,Lansia,Besar,2,0.5992234385187666,1.2064133047462637
77.57,2023-12-13 17:02:21,Debit,Atlanta,Online,49.0,Student,225.0,1.0,12801.93,2024-11-04 08:07:54,Paruh Baya,Kecil,3,1.4946228028535091,-1.6531549416146576
14.16,2023-01-09 16:49:07,Credit,Oklahoma City,Branch,74.0,Retired,290.0,1.0,5399.76,2024-11-04 08:10:20,Lansia,Kecil,0,1.082253013090324,-2.521526166928373
61.33,2023-09-20 18:18:00,Debit,Raleigh,ATM,27.0,Engineer,129.0,1.0,7537.4,2024-11-04 08:06:27,Dewasa Muda,Kecil,3,-0.20370302980160715,-0.7373204696836893
27.64,2023-06-09 17:14:26,Debit,New York,Online,54.0,Engineer,23.0,1.0,7498.51,2024-11-04 08:08:22,Paruh Baya,Kecil,0,1.0168324182416983,0.1992064641651673
3.85,2023-04-17 16:27:27,Debit,San Jose,ATM,29.0,Doctor,32.0,1.0,10506.41,2024-11-04 08:08:51,Dewasa Muda,Kecil,3,0.5653945962807103,0.040056375286388717
431.22,2023-04-21 16:25:49,Credit,Austin,Branch,73.0,Retired,129.0,1.0,6505.98,2024-11-04 08:07:30,Lansia,Besar,0,1.3010449500244352,0.4698057593551725
178.55,2023-12-15 16:16:30,Debit,Houston,Branch,55.0,Engineer,67.0,1.0,7568.4,2024-11-04 08:12:21,Paruh Baya,Sedang,0,0.9545185043545525,0.2592029628436695
248.76,2023-05-24 16:12:18,Debit,Denver,ATM,18.0,Student,56.0,1.0,546.46,2024-11-04 08:06:33,Remaja,Sedang,1,-1.8050185209146195,0.6186855059516969
76.16,2023-11-21 16:45:29,Debit,San Francisco,ATM,23.0,Student,99.0,1.0,1072.25,2024-11-04 08:12:04,Remaja,Kecil,1,-1.503049810457057,-0.3852462743189375
347.25,2023-01-30 18:49:52,Debit,Indianapolis,ATM,69.0,Doctor,250.0,1.0,7273.55,2024-11-04 08:08:01,Lansia,Besar,0,1.1521894477268568,-1.016228437741282
28.04,2023-02-15 16:37:09,Debit,Los Angeles,ATM,57.0,Doctor,146.0,1.0,11197.54,2024-11-04 08:12:17,Paruh Baya,Kecil,3,1.6448348197221623,-1.0307528707036118
325.98,2023-07-20 16:58:39,Debit,Washington,ATM,19.0,Student,277.0,1.0,782.35,2024-11-04 08:08:23,Remaja,Besar,1,-2.0444338728016973,-1.3344360125517103
249.56,2023-11-20 16:05:05,Debit,New York,Branch,76.0,Retired,246.0,1.0,4444.95,2024-11-04 08:11:08,Lansia,Sedang,0,0.958736937937877,-1.3022627826898534
17.43,2023-02-23 16:21:38,Debit,Albuquerque,ATM,56.0,Doctor,33.0,1.0,10658.88,2024-11-04 08:08:36,Paruh Baya,Kecil,3,1.6610675891760263,0.06389041929131721
198.01,2023-04-24 17:46:41,Credit,Austin,Branch,26.0,Student,40.0,1.0,250.93,2024-11-04 08:10:09,Dewasa Muda,Sedang,1,-1.5001652051368581,0.6071532942204114
585.58,2023-09-04 16:13:40,Debit,Raleigh,Branch,23.0,Student,55.0,1.0,1729.02,2024-11-04 08:09:16,Remaja,Besar,2,-1.5158622532712531,1.7426258735153581
434.67,2023-12-05 18:33:02,Credit,Virginia Beach,Online,27.0,Student,124.0,1.0,1298.13,2024-11-04 08:10:09,Dewasa Muda,Besar,1,-1.470074683545984,0.5513759355800918
